,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
843,1993,Janka,8.5,female,Unknown Mix,2016-03-31,2016-03-31,2016-05-04,black,short,medium,yes,,yes,,yes,,,both flat and garden
844,230,Tcsk,12.92,female,Dachshund Mix,2012-03-01,2012-03-01,2016-05-03,black and tan,short,small,yes,,yes,,yes,,,flat
845,237,Huncutka,12.92,female,German Shepherd Dog Mix,2010-12-03,2010-12-03,2016-05-03,black and tan,short,medium,yes,,yes,,yes,,,both flat and garden
846,238,Artr,12.92,male,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,gray and white,wirehaired,medium,no,,yes,,no,yes,,garden
847,232,Lady,14.92,female,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,yellow-brown,short,medium,yes,,yes,,yes,,,both flat and garden
848,236,Bodrog,12.92,male,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,yellow-brown,wirehaired,medium,no,,yes,,,yes,,both flat and garden
849,1990,Bobi,7.83,male,German Shepherd Dog Mix,2016-03-31,2016-03-31,2016-05-03,sable,medium,large,no,,yes,,,yes,,both flat and garden
850,234,Gigi,13.92,female,Pointer Mix,2010-12-03,2010-12-03,2016-05-03,dotted,short,medium,yes,,yes,,yes,,,garden
851,1491,Rexi,6.58,male,Unknown Mix,2016-04-12,2016-04-13,2016-05-04,sable,short,medium,no,,yes,yes,,,,garden
852,581,Johnny,6.75,male,Unknown Mix,2016-05-04,2016-05-04,2016-05-05,saddle back,short,large,yes,,yes,yes,yes,yes,yes,garden
853,241,Bea,9.33,female,German Shepherd Dog Mix,2015-02-11,2015-02-11,2016-05-03,sable,short,large,yes,,yes,,yes,yes,,garden
854,2695,Homr,6.58,male,Unknown Mix,2016-04-28,2016-05-21,2016-05-05,black,short,medium,,,yes,yes,yes,yes,,both flat and garden
855,1998,Tncos,5.0,male,Unknown Mix,2016-04-15,2016-04-15,2016-05-04,yellow-brown,short,medium,yes,,yes,,,yes,,both flat and garden
856,221,Frenki,11.92,male,Labrador Retriever Mix,2016-04-20,2016-04-20,2016-05-03,yellow-brown,short,large,no,,yes,,,yes,,both flat and garden
857,224,Lui,10.92,male,Unknown Mix,2014-02-24,2014-02-24,2016-05-03,black,short,small,no,,yes,,,yes,,both flat and garden
858,1492,Sti,7.58,male,Beagle,2016-04-28,2016-04-29,2016-05-06,tricolor,short,medium,no,,yes,yes,,,,both flat and garden
859,231,Hajni,11.92,female,Unknown Mix,2010-12-03,2010-12-03,2016-05-03,black,wirehaired,medium,yes,,yes,,yes,,,both flat and garden
860,2682,Baltazr,6.42,male,Pumi Mix,2016-04-22,2016-05-07,2016-04-22,black,short,medium,,,yes,yes,,yes,,garden
861,217,Bogy,4.92,female,Dachshund Mix,2016-03-01,2016-03-01,2016-04-04,brown,short,small,yes,,yes,,yes,yes,,flat
862,219,Torma,10.92,male,Unknown Mix,2014-06-06,2014-06-06,2016-04-05,black and tan,wirehaired,small,no,,yes,,,yes,,both flat and garden
863,1470,Cspi,19.92,female,Unknown Mix,2016-03-04,2016-03-04,2016-03-26,saddle back,short,medium,no,,,,,,,
864,1484,Sajvmosi  Gazdikeres,4.67,male,Unknown Mix,2016-04-07,2016-04-08,2016-04-08,striped,wirehaired,medium,no,,yes,,,,,garden
865,517,Bogyi,6.17,female,Unknown Mix,2015-05-01,2015-07-01,2016-04-13,black,short,medium,yes,,yes,,yes,yes,,both flat and garden
866,518,Bob,8.67,male,Unknown Mix,2015-05-01,2015-05-01,2016-04-13,yellow,short,small,no,,yes,,yes,yes,,flat
867,1488,Nmet Juhsz Gazdt Keres,11.58,male,German Shepherd Dog,2016-04-12,2016-04-12,2016-04-22,black and tan,medium,large,no,,yes,,,,,garden
868,1490,Lucy,5.58,female,Hovawart Mix,2016-04-12,2016-04-12,2016-04-29,black and brown,long,large,,,yes,,,,,garden
869,1468,Nusi,7.67,female,Unknown Mix,2016-02-27,2016-02-27,2016-03-26,brown,medium,small,,,,,,,,
870,502,Alz,7.17,female,Unknown Mix,2014-04-05,2014-05-15,2016-04-09,black,short,medium,yes,,yes,,yes,yes,,both flat and garden
871,220,Dorka,13.92,female,German Pointer Mix,2011-01-01,2011-01-01,2016-04-05,brown,wirehaired,large,yes,,yes,,yes,,,both flat and garden
872,1483,Bessy,10.67,female,German Shepherd Dog,2016-04-04,2016-04-04,2016-04-05,black and tan,medium,large,no,,yes,yes,no,no,no,garden
873,1489,Keverk Kutyus Gazdit Keres,5.58,female,Dachshund Mix,2016-04-20,2016-04-20,2016-04-27,black and brown,short,small,no,,yes,,,,,both flat and garden
874,1486,Angel,6.58,female,Unknown Mix,2016-04-11,2016-04-12,2016-04-15,yellow-brown,wirehaired,medium,no,yes,yes,yes,,,,both flat and garden
875,1485,Keverk Kiskutya Gazdit Keres,3.67,male,Unknown Mix,2016-04-06,2016-05-15,2016-04-13,white,short,small,no,no,yes,yes,yes,yes,yes,flat
876,527,Gyufa,8.58,male,Dachshund Mix,2015-11-19,2015-11-19,2016-04-22,black and white,short,small,yes,,,,,,,
877,77,,7.67,female,Unknown Mix,2016-04-03,2016-04-03,2016-04-03,yellow-brown,short,small,,,,,,,,
878,1471,Linda,12.25,female,Unknown Mix,2016-03-04,2016-03-04,2016-03-26,brown,short,medium,,,,,,,,
879,2670,Gabi,4.75,male,German Shepherd Dog Mix,2016-03-27,2016-05-07,2016-03-30,black and brown,short,medium,,,yes,yes,yes,,,garden
880,1461,Tacsi Pacsi,4.83,male,Unknown Mix,2016-02-21,2016-02-21,2016-03-26,black,medium,medium,,,,,,,,
881,1451,Demi,18.92,male,Dachshund Mix,2016-01-22,2016-01-22,2016-03-26,brown,medium,small,,,,,,,,
882,1482,Gazdt Keres,6.67,female,Caucasian Ovtcharka,2016-03-18,2016-03-20,2016-03-25,saddle back,medium,large,yes,,yes,,,,,garden
883,576,Katie,8.17,female,Labrador Retriever Mix,2015-01-31,2015-01-31,2016-03-21,yellow,short,medium,yes,,yes,,yes,yes,,both flat and garden
884,1452,Roxna,15.58,female,Fox Terrier Mix,2016-01-22,2016-01-22,2016-03-26,tricolor,short,small,,,,,,,,
885,562,Thomas,4.83,male,Unknown Mix,2016-01-01,2016-01-01,2016-03-21,tricolor,short,medium,yes,,yes,,yes,yes,,both flat and garden
886,1463,Cuki,9.08,male,Unknown Mix,2016-02-22,2016-02-22,2016-03-26,red,short,medium,,,,,,,,
887,1458,Adl,5.92,female,Unknown Mix,2016-01-29,2016-01-29,2016-03-26,striped,short,medium,,,,,,,,
888,1454,risz,3.92,female,Unknown Mix,2016-01-23,2016-01-23,2016-03-26,black,short,medium,,,,,,,,
889,1459,Kendi,5.92,female,Unknown Mix,2016-02-28,2016-02-28,2016-03-26,black and brown,short,small,,,,,,,,
890,1457,Cip,4.08,male,Unknown Mix,2016-02-02,2016-02-02,2016-03-26,tricolor,wirehaired,small,,,,,,,,
891,1455,Cinke,9.33,female,Fox Terrier Mix,2016-02-02,2016-02-02,2016-03-26,black and white,short,small,,,,,,,,
892,1460,Morgen,9.17,male,Unknown Mix,2016-02-19,2016-02-19,2016-03-26,brown,long,large,,,,,,,,
893,1453,Isti,3.92,male,Unknown Mix,2016-01-21,2016-01-21,2016-03-26,black,short,medium,,,,,,,,
894,1464,Lora,8.5,female,Unknown Mix,2016-02-22,2016-02-22,2016-03-26,black,short,medium,,,,,,,,
895,1449,Mzli,5.92,male,Dachshund Mix,2016-01-21,2016-01-21,2016-03-26,black,short,medium,,,,,,,,
896,1462,Dani,11.75,male,Unknown Mix,2016-02-22,2016-02-22,2016-03-26,yellow-brown,short,small,,,,,,,,
897,577,Cliff,10.08,male,Staffordshire Terrier Mix,2014-12-30,2014-12-30,2016-03-21,black and brown,short,medium,yes,,yes,,no,yes,,both flat and garden
898,1466,Vendi,5.75,male,Unknown Mix,2016-02-23,2016-02-23,2016-03-26,brown,short,medium,,,,,,,,
899,1465,Polly,8.5,female,Unknown Mix,2016-02-22,2016-02-22,2016-03-26,black,short,medium,,,,,,,,
900,1262,Szigethalmi Maci,12.75,male,Caucasian Ovtcharka,2016-03-12,2016-03-13,2016-03-16,gray and white,long,large,no,no,yes,yes,no,no,no,garden
901,1443,Glda,3.92,female,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,black,short,medium,,,,,,,,
902,1435,Stella,12.67,female,Unknown Mix,2016-01-08,2016-01-08,2016-03-13,black,wirehaired,small,,,,,,,,
903,1438,Kli,5.92,male,Unknown Mix,2016-01-14,2016-01-14,2016-03-15,black and white,long,medium,yes,,,,,,,
904,1447,Gandalf,3.92,male,Unknown Mix,2016-01-16,2016-01-16,2016-03-15,white,short,medium,,,,,,,,
905,1446,Gomez,3.92,male,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,white,short,medium,,,,,,,,
906,1445,Gixer,3.92,male,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,saddle back,short,medium,,,,,,,,
907,1436,Csipszi,5.0,female,Whippet Mix,2016-01-09,2016-01-09,2016-03-13,black and brown,short,medium,,,,,,,,
908,1433,Hudini,9.92,female,Unknown Mix,2015-12-30,2015-12-30,2016-03-13,red and white,short,small,yes,,yes,,,,,
909,1434,Smson,5.25,male,Unknown Mix,2016-01-06,2016-01-06,2016-03-13,gray,long,large,yes,,,,,,,
910,1441,Grta,3.92,female,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,black and brown,medium,medium,,,,,,,,
911,1442,Garb,3.92,male,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,brown,long,medium,,,,,,,,
912,1448,Gamma,3.92,female,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,brown,short,medium,,,,,,,,
913,1437,Mecset,5.5,male,Unknown Mix,2016-01-14,2016-01-14,2016-03-13,white,long,medium,yes,,,,yes,,,
914,1481,Nmet Juhsz Keverk Gazdt Keres,10.67,male,"German Shepherd Dog, Siberian Husky Mix",2016-03-10,2016-03-11,2016-03-21,black and brown,long,large,no,,yes,,,,,garden
915,1480,Dzi s Bogr,14.75,female,German Shepherd Dog,2016-03-09,2016-03-09,2016-03-16,black and tan,short,large,,,yes,,,,,garden
916,1440,Piroska,4.83,female,Pinscher Mix,2016-01-18,2016-01-18,2016-03-15,brown,short,small,,,,,,,,
917,1444,Glenda,3.92,female,Unknown Mix,2016-01-19,2016-01-19,2016-03-15,black,short,medium,,,,,,,,
918,210,Cuki,4.42,female,Unknown Mix,2016-03-01,2016-03-01,2016-03-20,spotty,short,small,yes,,yes,,yes,yes,,both flat and garden
919,1439,fonya,4.83,female,Beagle Mix,2016-01-18,2016-01-18,2016-03-15,yellow,short,medium,,,,,,,,
920,514,Noel,5.92,male,Spaniel Mix,2015-12-26,2015-12-26,2016-02-13,black and white,medium,medium,yes,,,,,,,
921,1474,Nmet Juhsz Gazdtl Hirdetve,7.75,male,German Shepherd Dog,2016-02-09,2016-02-10,2016-02-16,black and tan,short,large,no,,yes,,,,,garden
922,1432,Kira,4.5,female,"Chinese Shar-Pei, Vizsla Mix",2015-12-24,2015-12-24,2016-03-13,black,short,medium,,,,,,,,
923,175,Kormi,5.25,female,Dachshund Mix,2016-01-02,2016-02-15,2016-02-15,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
924,233,Pong,5.83,male,Puli Mix,2016-01-12,2016-01-12,2016-02-15,black,medium,medium,yes,,,,,,,
925,1431,Klotild,4.67,female,Unknown Mix,2015-12-08,2015-12-08,2016-03-13,black and white,short,medium,yes,,,,,,,
926,1969,Mente,8.08,female,Unknown Mix,2016-01-24,2016-01-24,2016-02-10,black,wirehaired,small,no,,yes,,yes,yes,,both flat and garden
927,1425,Sti,4.58,female,Unknown Mix,2015-12-15,2015-12-15,2016-03-13,black and white,medium,medium,yes,,,,,,,
928,1422,Bella,4.5,female,Unknown Mix,2015-12-08,2015-12-08,2016-03-13,brown,short,medium,yes,,,,,,,
929,1428,Brenda,4.17,female,Unknown Mix,2015-12-17,2015-12-17,2016-03-13,black and brown,short,medium,,,,,,,,
930,232,Szrmk,5.25,male,Dachshund Mix,2015-12-26,2015-12-26,2016-02-15,wild boar,wirehaired,small,yes,,,,,,,
931,515,Rozikakutya,11.83,female,Spaniel Mix,2016-01-26,2016-01-26,2016-02-13,golden,medium,medium,yes,,,,,,,
932,231,Drzsi,5.5,male,Welsh Terrier Mix,2016-01-15,2016-01-15,2016-02-15,black and tan,short,medium,yes,,,,,,,
933,1477,Puli Gazdtl Hirdetve,9.75,female,Puli,2016-02-29,2016-03-02,2016-03-02,black,long,medium,yes,,,,,,,garden
934,1479,Bundi,4.08,female,Unknown Mix,2016-03-08,2016-03-08,2016-03-11,black and brown,medium,medium,no,,yes,yes,yes,yes,,both flat and garden
935,1473,Gazdieres Klykk,4.0,male,Unknown Mix,2016-02-09,2016-02-09,2016-02-11,brown and white,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
936,7535,Non,6.25,female,"Fox Terrier, Staffordshire Terrier Mix",2016-02-01,2016-02-01,2016-02-15,tricolor,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
937,174,Borka,4.17,female,Unknown Mix,2016-01-25,2016-02-15,2016-02-15,black,wirehaired,medium,no,no,yes,yes,yes,yes,yes,both flat and garden
938,1423,Sarolta,4.58,female,Unknown Mix,2015-12-11,2015-12-11,2016-03-13,black and white,short,medium,yes,,,,,,,
939,1478,Keverk Kutya Befogadtl Hirdetve,5.75,male,Unknown Mix,2016-02-29,2016-03-01,2016-03-09,black and brown,short,medium,no,,yes,yes,yes,yes,yes,garden
940,509,Forest,6.25,male,English Cocker Spaniel,2015-09-08,2015-09-08,2016-01-27,brown,medium,medium,yes,,,,,,,
941,507,Kende,9.75,male,Unknown Mix,2015-03-05,2015-03-05,2016-01-27,black and tan,medium,medium,,,,,,,,
942,1420,gota,4.0,female,Labrador Retriever Mix,2015-12-07,2015-12-07,2015-12-26,black,short,medium,,,,,,,,
943,1957,Tipi,6.5,male,Unknown Mix,2015-12-16,2015-12-16,2016-02-10,gray,medium,small,yes,yes,yes,,,yes,,flat
944,1466,rvn Maradt Kutyus Gazdit Keres,8.83,male,Unknown Mix,2016-01-17,2016-01-18,2016-01-26,black,long,medium,no,yes,yes,,,,,flat
945,1465,Szultn s Jessy,9.83,male,Schnauzer Mix,2016-01-16,2016-01-17,2016-01-22,gray,short,medium,no,,yes,,,,yes,garden
946,1459,j Gazdt Keres,4.42,male,Canary Dog Mix,2015-12-19,2015-12-20,2016-01-05,apricot,short,medium,,,yes,,,,,garden
947,1468,Mlyiban Tallt Kutyus,4.83,female,Dachshund Mix,2016-01-17,2016-01-18,2016-02-01,tricolor,short,small,,yes,yes,,,,,both flat and garden
948,1464,Keverk Kutyusok Gazdit Keresnek,4.08,male,Unknown Mix,2016-01-14,2016-01-14,2016-01-20,black and white,medium,large,no,,yes,yes,yes,yes,yes,garden
949,1471,Negro,10.83,male,Schnauzer Mix,2016-01-29,2016-01-30,2016-02-03,black,wirehaired,medium,no,,yes,,,,,garden
950,1461,Brnike,11.92,male,Fox Terrier Mix,2016-01-09,2016-01-09,2016-01-12,brown and white,wirehaired,medium,no,yes,yes,,,,,both flat and garden
951,1463,Gazdtl Hirdetve,4.33,male,Unknown Mix,2016-01-10,2016-01-11,2016-01-19,tricolor,wirehaired,medium,no,,yes,,,,,garden
952,1460,Keverk Szuka Kutyus Befogadtl,4.5,female,Unknown Mix,2015-12-22,2015-12-21,2016-01-06,black and white,short,medium,no,,yes,,,,,both flat and garden
953,1418,lmos,4.0,male,Labrador Retriever Mix,2015-12-07,2015-12-07,2015-12-26,black,short,medium,,,,,,,,
954,1416,rvcska,4.0,female,Labrador Retriever Mix,2015-12-07,2015-12-07,2015-12-26,black,short,small,,,,,,,,
955,1959,Zazi,8.17,male,Puli Mix,2015-12-28,2015-12-28,2016-02-10,black,medium,medium,no,,yes,,,yes,,both flat and garden
956,1467,Rex,6.5,male,German Shepherd Dog,2016-01-17,2016-01-18,2016-01-27,saddle back,medium,large,no,,yes,no,,,,garden
957,2812,Manuel,9.42,male,Puli,2016-01-07,2016-01-07,2016-01-07,black,long,medium,,,yes,,yes,yes,,both flat and garden
958,2832,Rodolfo,4.5,male,Unknown Mix,2016-01-10,2016-01-10,2016-01-17,black,short,small,yes,,yes,,,,,both flat and garden
959,1249,csai Borsa,5.83,male,Schnauzer Mix,2016-01-15,2016-01-15,2016-01-15,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
960,2739,Blint,11.0,male,"Dachshund, Spaniel Mix",2015-11-20,2015-11-20,2015-11-23,brown,medium,small,,,yes,,yes,yes,no,both flat and garden
961,375,Lui,7.25,male,Labrador Retriever Mix,2015-09-17,2015-09-17,2015-11-27,black,short,medium,yes,yes,yes,yes,,yes,,both flat and garden
962,7463,Bing,4.5,male,Dachshund Mix,2015-12-11,2015-12-11,2015-12-15,black and white,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
963,201,Luna,11.83,female,Unknown Mix,2014-05-05,2014-05-05,2015-12-08,black,medium,medium,yes,,yes,,yes,yes,,both flat and garden
964,1414,gi,6.0,female,Labrador Retriever Mix,2015-12-07,2015-12-07,2015-12-26,black,short,medium,,,,,,,,
965,1415,gnes,4.0,male,Labrador Retriever Mix,2015-12-07,2015-12-07,2015-12-26,black,short,small,,,,,,,,
966,199,Molly,5.58,female,Unknown Mix,2014-11-29,2014-11-29,2015-12-08,brown,short,medium,yes,,yes,,yes,,,both flat and garden
967,1117,Wilbur,10.92,male,Unknown Mix,2015-09-01,2015-09-01,2015-11-28,apricot,short,large,yes,,,,,,,
968,363,Loki,5.0,male,Unknown Mix,2015-11-24,2015-11-24,2015-11-25,striped,short,large,,,yes,yes,yes,yes,,garden
969,197,Vnusz,6.17,female,Unknown Mix,2014-07-27,2014-07-27,2015-12-08,brown,short,large,yes,,yes,,yes,,,both flat and garden
970,1457,j Gazdt Keres,12.92,male,German Shepherd Dog Mix,2015-12-16,2015-12-16,2015-12-17,black and tan,medium,medium,no,,,,,,,garden
971,501,Soma,6.33,male,Spaniel Mix,2015-08-02,2015-08-02,2015-12-02,black and tan,short,medium,yes,,,,,,,
972,2760,Maci,8.0,male,Tibetan Mastiff Mix,2015-12-04,2015-12-04,2015-12-04,black,medium,large,,,yes,,,,,both flat and garden
973,1392,Hoffmann,11.92,male,Labrador Retriever Mix,2015-11-11,2015-11-11,2015-12-26,black,short,large,,,,,,,,
974,295,Vojtek,4.92,male,Unknown Mix,2015-09-01,2015-10-01,2015-11-27,black and white,long,medium,yes,yes,yes,yes,yes,yes,no,flat
975,195,Lobo,6.92,male,Unknown Mix,2015-04-29,2015-04-29,2015-12-08,black,wirehaired,large,no,,,,,yes,,garden
976,7444,Lui,7.0,male,Labrador Retriever,2015-09-19,2015-09-19,2015-11-24,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
977,198,Tea,14.92,female,German Shepherd Dog Mix,2014-06-25,2014-06-25,2015-12-08,black and brown,wirehaired,large,yes,,yes,,,,,garden
978,196,Fles,7.92,male,Dachshund Mix,2015-05-12,2015-05-12,2015-12-08,black and brown,short,small,no,,yes,,,yes,,both flat and garden
979,1397,Bundi,10.92,female,Puli Mix,2015-11-19,2015-11-19,2015-12-26,black,long,medium,,,,,,,,
980,1375,Vagny,5.67,male,Unknown Mix,2015-10-08,2015-10-08,2015-11-03,gray,long,medium,,,,,,,,
981,170,Akela,4.83,female,Unknown Mix,2015-10-05,2015-10-05,2015-11-14,saddle back,short,medium,yes,,yes,,yes,,,both flat and garden
982,160,Stella,4.75,female,Unknown Mix,2015-10-05,2015-10-05,2015-11-10,black,short,medium,yes,,yes,,yes,yes,,both flat and garden
983,167,Mary,5.0,female,Unknown Mix,2015-10-05,2015-10-05,2015-11-14,saddle back,short,medium,yes,,yes,,yes,,,garden
984,157,Bora,4.92,female,Terrier Mix,2015-09-23,2015-09-23,2015-11-08,black and tan,wirehaired,medium,yes,,yes,,yes,,,both flat and garden
985,158,Borcsa,4.92,female,Terrier Mix,2015-10-05,2015-10-05,2015-11-10,brown,wirehaired,medium,yes,,yes,,yes,yes,,both flat and garden
986,1373,Janka,10.5,female,Puli Mix,2015-07-21,2015-07-21,2015-11-03,apricot,long,medium,yes,,,,,,,
987,1023,Lusti,9.0,female,"Dachshund, Pekingese Mix",2015-11-05,2015-12-15,2015-11-22,tricolor,short,small,yes,yes,yes,,yes,yes,,both flat and garden
988,186,Tepert,5.67,male,Unknown Mix,2015-03-09,2015-03-09,2015-11-21,black,wirehaired,large,no,,yes,,,,,garden
989,1454,Tki,4.5,male,Unknown Mix,2015-11-04,2015-11-05,2015-11-05,golden,short,medium,no,yes,yes,,,,,both flat and garden
990,165,Flix,5.92,male,Fox Terrier,2015-10-05,2015-10-05,2015-11-14,tricolor,wirehaired,medium,no,,yes,,,yes,,garden
991,153,Negr,4.58,male,Unknown Mix,2015-10-05,2015-10-05,2015-11-08,black,short,medium,no,,yes,yes,yes,yes,,both flat and garden
992,156,Bing,4.92,male,Terrier Mix,2015-10-05,2015-10-05,2015-11-08,brown,wirehaired,medium,no,,yes,,,yes,,garden
993,140,Dini,4.92,male,Unknown Mix,2015-10-15,2015-10-15,2015-11-05,brown,short,medium,no,,yes,,,yes,,garden
994,1942,Morzsi,14.92,male,German Shepherd Dog Mix,2015-11-08,2015-11-08,2015-11-22,saddle back,short,large,yes,,yes,,,,,both flat and garden
995,177,Pici,9.92,female,Unknown Mix,2015-05-25,2015-05-25,2015-11-21,black and brown,wirehaired,medium,yes,,yes,,yes,,,garden
996,184,Pfrny,5.92,female,Unknown Mix,2015-02-22,2015-02-22,2015-11-21,black,medium,medium,yes,,yes,,yes,,,garden
997,182,Dixi,7.92,male,Unknown Mix,2015-04-14,2015-04-14,2015-11-21,black,short,large,no,,yes,,yes,yes,,garden
998,180,Pamacs,8.92,female,Unknown Mix,2015-05-12,2015-05-12,2015-11-21,black,medium,large,yes,,yes,,yes,yes,,garden
999,152,Ilka,5.92,female,Dachshund Mix,2015-10-05,2015-10-05,2015-11-08,saddle back,short,small,yes,,yes,,yes,,,flat
1000,1001,Devil,8.17,male,Staffordshire Terrier Mix,2015-09-10,2015-09-10,2015-10-04,striped,short,medium,yes,,yes,yes,no,yes,,both flat and garden
1001,1448,Kormi,9.25,female,Unknown Mix,2015-09-06,2015-09-07,2015-09-07,black,wirehaired,large,no,,yes,,,,,garden
1002,7398,Bodri,7.17,male,Unknown Mix,2015-09-05,2015-09-05,2015-09-13,black and white,wirehaired,small,no,yes,yes,yes,yes,yes,yes,flat
1003,7418,Sandy,5.08,female,Labrador Retriever Mix,2015-09-20,2015-09-20,2015-10-18,golden,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
1004,496,Lola,5.58,female,Spaniel,2015-04-20,2015-04-20,2015-09-30,black,short,medium,yes,,,,,,,
1005,2808,Anics,4.5,female,Unknown Mix,2015-08-13,2015-08-13,2015-09-06,yellow-brown,short,medium,,,,,,,,
1006,273,Bencus,6.17,male,Unknown Mix,2015-09-24,2015-10-09,2015-10-08,yellow-brown,wirehaired,medium,yes,,yes,yes,no,yes,,both flat and garden
1007,1449,Emdi Gazdikeresk,4.67,male,German Shepherd Dog Mix,2015-08-17,2015-09-08,2015-09-09,black and brown,short,medium,no,,,,,,,
1008,1452,Jenny,11.08,female,Unknown Mix,2015-10-26,2015-10-28,2015-10-28,black and brown,wirehaired,medium,no,no,yes,yes,yes,yes,no,garden
1009,1358,Norka,19.83,male,Unknown Mix,2015-08-17,2015-08-17,2015-10-04,black,medium,medium,,,,,,,,
1010,19,Kanga,6.33,female,Schnauzer Mix,2015-08-15,2015-08-15,2015-09-16,black,medium,medium,yes,no,yes,,yes,yes,yes,garden
1011,293,Lottie,4.83,female,Unknown Mix,2015-09-10,2015-09-19,2015-09-23,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
1012,1447,Szemi,7.25,female,Vizsla Mix,2015-09-06,2015-09-07,2015-09-07,black,short,large,no,,yes,,yes,yes,,garden
1013,1453,Tacsi Keverk Gazdit Keres,5.25,male,"Dachshund, Fox Terrier Mix",2015-11-03,2015-11-03,2015-11-03,black and brown,wirehaired,medium,no,,yes,yes,yes,yes,yes,both flat and garden
1014,1928,Paul,4.67,male,Unknown Mix,2015-06-30,2015-06-30,2015-11-02,yellow-brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
1015,491,Gspr,8.92,male,English Cocker Spaniel Mix,2014-12-28,2014-12-28,2015-09-20,black,short,medium,yes,,,,,,,
1016,1210,Bocskaikerti Minnie,4.58,female,Unknown Mix,2015-09-14,2015-09-14,2015-09-14,black,short,medium,no,yes,yes,yes,yes,yes,,both flat and garden
1017,2794,Retro,11.25,male,Unknown Mix,2015-08-22,2015-08-22,2015-09-06,brown,long,medium,,,,,,,,
1018,1209,Bocskaikerti Mickey,4.58,male,Unknown Mix,2015-09-14,2015-09-14,2015-09-14,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
1019,489,Cdrus,9.83,male,Unknown Mix,2015-02-07,2015-02-07,2015-09-20,black,medium,medium,yes,,,,,,,
1020,1445,Charlie Amp,6.25,male,Unknown Mix,2015-08-10,2015-08-25,2015-08-26,black and tan,wirehaired,medium,no,,yes,,,,,garden
1021,1335,Roland,6.83,male,Puli Mix,2015-07-15,2015-07-15,2015-09-05,black,long,medium,,,yes,,,,,
1022,1353,Brtusz,4.92,male,Unknown Mix,2015-08-07,2015-08-07,2015-09-05,brown,medium,medium,,,,,,,,both flat and garden
1023,2537,Johnny,5.5,male,Unknown Mix,2015-09-01,2015-09-26,2015-09-06,white,short,medium,,,yes,,,,,garden
1024,1334,Rozi,10.58,female,"German Shepherd Dog, Transylvanian Hound Mix",2015-06-30,2015-06-30,2015-09-05,black and tan,medium,large,,,,,,,,
1025,2770,Vilu,6.92,female,Unknown Mix,2015-07-25,2015-07-25,2015-08-23,yellow-brown,short,large,,,,,,,,
1026,2520,Nutella,10.83,female,Unknown Mix,2015-07-29,2015-08-22,2015-08-27,black and brown,medium,medium,yes,,,,,,,both flat and garden
1027,488,Mirza,5.75,female,English Cocker Spaniel,2015-07-01,2015-07-01,2015-09-05,black and brown,medium,medium,yes,yes,yes,,yes,yes,yes,flat
1028,302,Gombcka,5.25,male,"Border Collie, Spaniel Mix",2015-08-19,2015-08-19,2015-08-26,black and white,medium,medium,,yes,yes,yes,,yes,,both flat and garden
1029,1339,Ugr,5.5,male,Labrador Retriever Mix,2015-08-01,2015-08-01,2015-09-05,black,short,medium,,,,,,,,
1030,1329,Rexi,9.0,male,"Labrador Retriever, Staffordshire Terrier Mix",2015-06-19,2015-06-19,2015-09-05,brown,short,medium,,,yes,,yes,yes,,
1031,1349,Gombc,8.75,male,Unknown Mix,2015-08-05,2015-08-05,2015-09-05,black and tan,long,medium,,,,,,,,garden
1032,1910,Morzsika,4.75,male,Unknown Mix,2015-05-19,2015-05-19,2015-09-05,gray,wirehaired,small,no,,yes,yes,yes,yes,yes,both flat and garden
1033,303,Bogy,6.25,male,German Shepherd Dog,2015-08-10,2015-08-10,2015-09-02,sable,medium,large,,,yes,yes,,yes,,both flat and garden
1034,1444,Kajla,6.25,male,Unknown Mix,2015-08-05,2015-08-18,2015-08-19,tricolor,wirehaired,medium,no,,yes,,,,,garden
1035,1354,Borzas,6.33,male,Puli Mix,2015-08-07,2015-08-07,2015-09-05,black,long,medium,,,yes,yes,yes,yes,,both flat and garden
1036,2772,Zakia,5.92,female,Unknown Mix,2015-07-27,2015-07-27,2015-08-23,black,short,medium,,,,,,,,
