,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
0,23807,Gida,0.25,female,Unknown Mix,2019-12-10,2019-12-11,2019-12-11,red,short,small,no,,,,,,,
1,533,Frida s Ricsi,0.17,female,Unknown Mix,2019-12-01,2019-12-01,2019-12-09,black and white,short,small,no,,yes,yes,yes,yes,yes,
2,23793,,4.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,short,medium,no,,,,,,,
3,23795,,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,,,,,,,
4,23806,Amy,2.0,female,French Bulldog Mix,2019-12-10,2019-12-11,2019-12-11,black,short,small,no,,,,,,,
5,23801,Alex,4.25,male,Unknown Mix,2019-12-09,2019-12-24,2019-12-09,yellow-brown,short,small,yes,,,,,,,
6,534,Ricsi s Frida,0.17,male,Unknown Mix,2019-12-01,2019-12-01,2019-12-09,brown,short,small,no,,yes,yes,yes,yes,yes,
7,23805,,0.17,female,Unknown Mix,2019-12-10,2019-12-25,2019-12-11,gray and white,short,medium,no,,,,,,,
8,23809,,0.17,female,Unknown Mix,2019-12-11,2019-12-26,2019-12-12,black,medium,medium,no,,,,,,,
9,1801,jhartyni Mazsi,0.17,female,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,brown and white,short,small,no,,yes,yes,yes,yes,yes,flat
10,1222,Vasi,3.67,male,Vizsla Mix,2019-10-25,2019-10-25,2019-12-12,red,short,medium,yes,,,,,,,
11,23792,,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,medium,medium,no,,,,,,,
12,23797,,5.0,female,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,brown,long,small,no,,,,,,,
13,1800,jhartyni Frenki,0.17,male,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,tricolor,short,small,no,,yes,yes,yes,yes,yes,flat
14,532,Fick,1.5,male,"Bull Terrier, Dachshund Mix",2019-12-01,2019-12-01,2019-12-09,brown and white,short,medium,yes,,yes,yes,no,no,no,
15,23796,,8.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,black,medium,medium,no,,,,,,,
16,1802,jhartyni Bori,0.17,female,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,tricolor,short,small,no,,yes,yes,yes,yes,yes,flat
17,1799,Dabasi Ixorn,0.83,male,Unknown Mix,2019-12-05,2019-12-05,2019-12-09,black,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
18,23794,,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,,,,,,,
19,1393,Gizmo,0.5,male,Unknown Mix,2019-12-08,2019-12-10,2019-12-10,spotty,medium,small,yes,,,,,,,
20,23788,Sba,7.58,female,Kuvasz,2019-12-01,2019-12-16,2019-12-08,white,medium,large,yes,,,,,,,
21,4492,Dme,1.0,male,Unknown Mix,2019-11-25,2019-11-25,2019-12-07,black,medium,medium,,,yes,,,,yes,both flat and garden
22,4484,Jocelyn,0.17,female,Unknown Mix,2019-11-27,2019-11-27,2019-12-07,apricot,short,small,,,yes,,yes,yes,,both flat and garden
23,23787,,0.67,female,Unknown Mix,2019-12-07,2019-12-22,2019-12-07,yellow-brown,wirehaired,medium,no,,,,,,,
24,4487,Katica,0.58,female,Unknown Mix,2019-12-03,2019-12-03,2019-12-07,black,short,small,,,yes,,,,,both flat and garden
25,4491,Bethany,5.0,female,Chinese Shar-Pei Mix,2019-11-28,2019-11-28,2019-12-07,black and brown,short,medium,,,yes,,,,,both flat and garden
26,4486,Cotta,0.15,female,Staffordshire Terrier Mix,2019-12-01,2019-12-01,2019-12-07,brown and white,short,medium,,,yes,,yes,yes,,both flat and garden
27,4488,Kehlani,0.42,female,German Shepherd Dog Mix,2019-12-01,2019-12-01,2019-12-07,black and brown,short,medium,,,yes,,,,,both flat and garden
28,23790,,6.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,medium,medium,no,,,,,,,
29,1798,Kakucsi Szikra,2.42,male,Hungarian Vizsla,2019-12-07,2019-12-07,2019-12-07,brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
30,4489,Crosby,1.0,male,"Komondor, Puli Mix",2019-11-27,2019-11-27,2019-12-07,golden,medium,medium,,,yes,,,,,both flat and garden
31,23784,,0.58,male,"Bull Terrier, Staffordshire Terrier Mix",2019-12-06,2019-12-21,2019-12-07,striped,short,medium,no,,,,,,,
32,23789,,0.33,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,black,short,small,no,,,,,,,
33,4490,Bowen,1.0,male,Unknown Mix,2019-11-22,2019-11-22,2019-12-07,brown,medium,large,,,yes,,,,,both flat and garden
34,4485,Panna,0.15,female,Staffordshire Terrier Mix,2019-12-01,2019-12-01,2019-12-07,striped,short,medium,,,yes,,yes,yes,,both flat and garden
35,1795,Szolnoki Joker,1.0,male,Fox Terrier Mix,2019-12-07,2019-12-07,2019-12-07,black and white,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
36,1797,Storaljajhelyi Ding,2.0,male,Unknown Mix,2019-12-05,2019-12-05,2019-12-07,yellow,short,medium,no,,yes,yes,yes,yes,,both flat and garden
37,4483,Valentin,0.67,male,Unknown Mix,2019-12-03,2019-12-03,2019-12-07,apricot,short,small,,,yes,,,,,both flat and garden
38,1796,Szolnoki Chris,1.0,male,Fox Terrier Mix,2019-12-07,2019-12-07,2019-12-07,brown and white,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
39,23791,,4.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,,,,,,,
40,23778,Pufi,8.0,male,Unknown Mix,2019-12-02,2019-12-17,2019-12-02,wild boar,short,small,no,,,,,,,
41,1048,Velencei Fiffi,9.25,female,Afghan Hound,2019-12-01,2019-12-04,2019-12-03,brown,long,medium,yes,yes,yes,,,,,flat
42,2138,Szlks Kan Klyk,0.5,male,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,brown,wirehaired,medium,yes,,,,,,,
43,1793,Szakldi Br,1.42,male,Unknown Mix,2019-12-03,2019-12-03,2019-12-05,brown and white,short,medium,no,,yes,yes,no,yes,,both flat and garden
44,23777,,0.25,male,Unknown Mix,2019-12-02,2019-12-17,2019-12-02,black and tan,wirehaired,small,no,,,,,,,
45,2137,Hnapos Keverk Kan,0.5,male,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,tricolor,medium,medium,yes,,,,,,,
46,2154,Kormi,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,black,short,medium,yes,,,,,,,
47,23780,,0.25,female,Unknown Mix,2019-12-04,2019-12-19,2019-12-04,saddle back,medium,medium,no,,,,,,,
48,1049,Velencei Shyne On,8.42,female,American Bulldog,2019-12-01,2019-12-04,2019-12-03,striped,short,medium,yes,yes,yes,,,,,both flat and garden
49,2153,Lili,3.5,female,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,brown,short,medium,yes,,,,,,,
50,530,Beagle Keverk Kutyusok,0.17,male,Beagle Mix,2019-11-01,2019-11-01,2019-11-30,black and brown,short,medium,no,,yes,yes,yes,yes,,
51,2136,Hnapos Szuka,0.5,female,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,brown,short,medium,yes,,,,,,,
52,531,Beagle Keverk Kutyus,0.17,female,Beagle Mix,2019-11-01,2019-11-01,2019-11-30,brown and white,short,medium,no,,yes,yes,yes,yes,,
53,23774,,1.58,male,Unknown Mix,2019-12-01,2019-12-16,2019-12-01,yellow-brown,wirehaired,small,no,,,,,,,
54,1794,Storaljajhelyi Gesztenye,1.42,male,"Hungarian Vizsla, Staffordshire Terrier Mix",2019-12-05,2019-12-05,2019-12-05,brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
55,1792,Kakucsi Henrik,1.42,male,Terrier Mix,2019-12-01,2019-12-01,2019-12-01,yellow-brown,medium,small,no,,yes,yes,yes,yes,yes,both flat and garden
56,7927,Sajrsi Foxi s Maxi,0.17,male,Unknown Mix,2019-12-05,2019-12-06,2019-12-05,black and brown,short,small,no,,,,,,,
57,2152,Elsa,2.33,female,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,brown,short,medium,yes,,,,,,,
58,1047,Velencei Gavallr,9.17,male,Hungarian Greyhound,2019-12-01,2019-12-04,2019-12-03,brown and white,short,large,yes,yes,yes,,,,,flat
59,23776,,1.58,male,Unknown Mix,2019-12-01,2019-12-16,2019-12-01,yellow-brown,wirehaired,small,no,,,,,,,
60,1046,Nagyhalszi Szell,0.5,female,Greyhound Mix,2019-11-27,2019-11-30,2019-11-27,yellow,short,medium,,,,,,,,flat
61,4481,Allegra,0.42,female,Unknown Mix,2019-11-28,2019-11-28,2019-11-28,black and brown,short,small,,,yes,,yes,yes,,both flat and garden
62,1791,Dabasi Bors,1.0,male,Staffordshire Terrier Mix,2019-11-28,2019-11-28,2019-11-28,brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
63,1787,Inrcsi Hektor,0.25,male,"German Shepherd Dog, Staffordshire Terrier Mix",2019-11-24,2019-11-24,2019-11-25,yellow-brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
64,23757,Vlad,0.17,male,Unknown Mix,2019-11-27,2019-12-12,2019-11-27,yellow-brown,short,small,no,,,,,,,
65,23756,Zsmi,6.0,male,Unknown Mix,2019-11-26,2019-12-11,2019-11-26,yellow-brown,short,medium,no,,,,,,,
66,4482,Ponglina,0.58,female,Unknown Mix,2019-11-15,2019-11-15,2019-11-28,apricot,short,medium,,,yes,,yes,yes,yes,both flat and garden
67,1041,Pola,2.0,female,"English Greyhound, Spanish Greyhound Mix",2019-11-17,2019-11-18,2019-11-25,yellow,short,medium,yes,yes,yes,,,,,flat
68,1042,Bong,2.0,male,Greyhound Mix,2019-11-17,2019-11-18,2019-11-25,black and white,short,medium,yes,,,,,,,both flat and garden
69,4480,Lummia,0.33,female,Unknown Mix,2019-11-25,2019-11-25,2019-11-28,black,short,medium,,,yes,,yes,yes,,both flat and garden
70,1220,King,2.92,male,Dachshund Mix,2019-09-20,2019-09-20,2019-11-25,wild boar,short,medium,yes,,yes,yes,yes,yes,,flat
71,1044,Duster,1.0,male,Greyhound Mix,2019-11-17,2019-11-18,2019-11-25,yellow,short,medium,,,yes,,,,,flat
72,1045,Barcsi Detre,0.5,male,Greyhound Mix,2019-11-26,2019-11-30,2019-11-27,striped,short,medium,,,,,,,,flat
73,23761,,2.0,male,Unknown Mix,2019-11-27,2019-12-08,2019-11-28,black,long,medium,no,,,,,,,
74,1043,Babca,2.0,female,Greyhound Mix,2019-11-17,2019-11-17,2019-11-25,spotty,short,medium,yes,,,,,,,
75,23762,,4.0,male,Unknown Mix,2019-11-27,2019-12-08,2019-11-28,black,medium,medium,no,,,,,,,
76,1788,Szolnoki Sanyi,1.0,male,Terrier Mix,2019-11-26,2019-11-26,2019-11-27,black and white,short,small,no,,yes,yes,yes,yes,,both flat and garden
77,1790,jszszi sz,4.0,male,Fox Terrier Mix,2019-11-26,2019-11-26,2019-11-28,black and white,short,small,no,,yes,yes,no,yes,,both flat and garden
78,1789,Szolnoki Puszedli,1.42,female,Unknown Mix,2019-11-26,2019-11-26,2019-11-27,black and brown,medium,small,no,,yes,yes,yes,yes,,both flat and garden
79,2135,Szlks Szuka,0.5,female,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,black and tan,wirehaired,small,yes,,,,,,,
80,4475,Chance,1.25,male,Unknown Mix,2019-11-09,2019-11-09,2019-11-17,black,short,medium,,,yes,,yes,yes,,both flat and garden
81,4476,Hope,1.25,male,Unknown Mix,2019-11-09,2019-11-09,2019-11-17,black,short,medium,,,yes,,yes,yes,,both flat and garden
82,1082,Nelly,3.08,female,Unknown Mix,2019-05-10,2019-05-10,2019-11-21,black and white,short,medium,yes,,yes,,,,,both flat and garden
83,23746,,0.25,female,Unknown Mix,2019-11-21,2019-12-06,2019-11-21,gray and white,short,medium,no,,,,,,,
84,23751,Pici,1.0,male,Unknown Mix,2019-11-22,2019-11-22,2019-11-22,yellow-brown,short,medium,yes,,,,,,,
85,1039,Gyri Tictac,1.58,male,Greyhound Mix,2019-10-18,2019-11-20,2019-11-19,black and white,short,medium,yes,,yes,,,,,both flat and garden
86,23754,,1.0,male,Staffordshire Terrier Mix,2019-11-25,2019-12-10,2019-11-25,black and white,short,medium,,,,,,,,
87,23745,Tigris,5.0,male,Unknown Mix,2019-11-21,2019-11-21,2019-11-21,striped,short,medium,yes,,,,,,,
88,4479,Gomez,0.5,male,Unknown Mix,2019-11-11,2019-11-11,2019-11-17,white,short,small,,,yes,,yes,yes,,both flat and garden
89,1083,Aliz,5.58,female,Unknown Mix,2019-08-10,2019-08-10,2019-11-21,yellow-brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
90,4477,Sebastian,0.17,male,Unknown Mix,2019-11-12,2019-11-12,2019-11-17,apricot,short,small,,,yes,,yes,yes,,both flat and garden
91,3,Vacok,2.42,male,"Dachshund, Fox Terrier Mix",2019-06-12,2019-06-12,2019-11-24,apricot,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
92,1785,Kakucsi Ptyi,0.33,female,"Chinese Shar-Pei, Dachshund Mix",2019-11-18,2019-11-18,2019-11-19,apricot,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
93,1085,Doc,0.58,male,Unknown Mix,2019-05-15,2019-05-15,2019-11-21,tricolor,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
94,1086,Speedy,1.25,male,Unknown Mix,2019-02-14,2019-02-14,2019-11-21,gray and black,medium,small,yes,,yes,yes,yes,yes,,both flat and garden
95,4478,Charlotte,3.08,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-17,black and white,short,small,,,yes,,,,,both flat and garden
96,529,Chili,0.17,female,Staffordshire Terrier,2019-10-01,2019-10-01,2019-11-24,golden,short,medium,yes,,yes,yes,yes,yes,,
97,1786,Mrtlyi Bence,0.75,male,Bull Terrier Mix,2019-11-17,2019-11-25,2019-11-24,striped,short,medium,,,yes,,yes,yes,,flat
98,1783,Dabasi Kcos,7.0,female,Fox Terrier Mix,2019-11-18,2019-11-18,2019-11-19,black and white,wirehaired,small,no,yes,yes,no,yes,yes,no,both flat and garden
99,23752,,0.25,male,Unknown Mix,2019-11-24,2019-12-09,2019-11-25,striped,short,medium,,,,,,,,
100,23736,Cspi,9.33,female,German Shepherd Dog Mix,2019-11-14,2019-11-29,2019-11-14,saddle back,medium,large,no,,,,,,,
101,23730,Suzi,13.08,female,German Shepherd Dog Mix,2019-11-13,2019-11-28,2019-11-14,sable,medium,large,yes,,,,,,,
102,23731,,5.0,male,Unknown Mix,2019-11-14,2019-11-29,2019-11-14,black and white,short,large,yes,,,,,,,
103,23735,,1.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,,,,,,,
104,1775,Miskolci Kuba,1.25,male,"Beagle, Hound Mix",2019-11-12,2019-11-12,2019-11-12,tricolor,short,medium,no,,yes,yes,no,yes,no,both flat and garden
105,3521,Panna,7.58,female,Unknown Mix,2013-04-17,2013-04-17,2019-11-13,black,wirehaired,medium,yes,,,,,,,garden
106,1037,Lrinci Balu,10.75,male,Greyhound Mix,2019-11-06,2019-11-06,2019-11-14,spotty,short,medium,yes,yes,yes,,,,,flat
107,23733,,3.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,,,,,,,
108,3519,Alfi,8.33,male,Unknown Mix,2012-08-25,2012-08-25,2019-11-13,black,wirehaired,large,yes,,,,,,,garden
109,23739,Taxi,8.0,female,Unknown Mix,2019-11-16,2019-12-01,2019-11-16,yellow-brown,short,large,no,,,,,,,
110,23738,Bambi,5.5,female,Unknown Mix,2019-11-16,2019-12-01,2019-11-16,striped,short,large,no,,,,,,,
111,1038,Pcsi Kajla,1.0,male,Greyhound Mix,2019-09-09,2019-11-10,2019-11-14,black,short,medium,yes,,,,,,,
112,3518,Benji,9.67,male,Terrier Mix,2013-04-17,2013-04-17,2019-11-13,yellow-brown,wirehaired,medium,,,,,,,,garden
113,3516,Liza,1.08,female,Unknown Mix,2019-11-11,2019-12-14,2019-11-13,black,short,medium,,,yes,yes,yes,,,garden
114,3520,Sajti,12.67,male,Unknown Mix,2009-03-01,2009-03-01,2019-11-13,white,long,large,,,,,,,,
115,1778,Alsnmedi Sidney,0.42,female,"Dachshund, German Shepherd Dog Mix",2019-11-11,2019-11-11,2019-11-12,black,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
116,1390,Mazda,4.25,male,Unknown Mix,2018-03-16,2018-03-16,2019-11-14,apricot,short,large,yes,yes,yes,,no,yes,yes,both flat and garden
117,1781,Miskolci Lupidu,1.17,male,Staffordshire Terrier Mix,2019-11-12,2019-11-12,2019-11-12,striped,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
118,1388,Gina s Genova,0.17,female,Unknown Mix,2019-09-20,2019-09-20,2019-11-14,black,short,medium,,no,yes,yes,yes,yes,yes,both flat and garden
119,23734,,2.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,,,,,,,
120,23719,,6.08,male,Staffordshire Terrier Mix,2019-11-06,2019-11-21,2019-11-06,brown and white,short,medium,no,,,,,,,
121,2123,Kormi,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,black,short,medium,yes,,,,,,,
122,23717,*,1.08,female,German Shepherd Dog Mix,2019-11-06,2019-11-21,2019-11-06,saddle back,medium,medium,no,,,,,,,
123,2127,Czr,7.33,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,large,,,,,,,,
124,2124,Lili,3.5,female,Cane Corso Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,large,yes,,,,,,,
125,312,Zn,0.5,male,Jagd Terrier Mix,2019-11-01,2019-11-01,2019-11-02,black and tan,short,medium,,,yes,yes,,,,both flat and garden
126,4472,Marley,0.5,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,white,short,small,,,yes,,yes,yes,,both flat and garden
127,1773,zdi Hello,1.33,male,Unknown Mix,2019-11-11,2019-11-11,2019-11-11,black,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
128,1036,Szolnoki Kirlyfi,2.25,male,Whippet Mix,2019-11-01,2019-11-02,2019-11-10,spotty,short,medium,yes,yes,,,,,,flat
129,3512,Lujzi,1.42,female,Unknown Mix,2019-11-02,2019-12-14,2019-11-05,black and brown,short,small,,,yes,,yes,,,garden
130,4470,Sn,0.5,male,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,black and brown,short,small,,,yes,,yes,yes,,both flat and garden
131,2125,Elsa,2.33,female,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,medium,yes,,,,,,,
132,2129,Jockey,1.58,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-06,brown,short,large,yes,,,,,,,
133,1774,zdi Timon,3.25,male,Norfolk Terrier Mix,2019-11-11,2019-11-11,2019-11-11,brown and white,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
134,4473,Lili,0.75,female,Unknown Mix,2019-10-06,2019-10-06,2019-11-06,brown,short,small,,,yes,,yes,yes,,both flat and garden
135,4474,Aspen,1.58,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,apricot,medium,small,,,yes,,yes,yes,,both flat and garden
136,23711,Liza,2.58,female,Unknown Mix,2019-11-02,2019-11-02,2019-11-02,brown and white,short,medium,yes,,,,,,,
137,1035,Szigetszentmiklsi Fge,1.17,male,Greyhound Mix,2019-11-05,2019-11-06,2019-11-05,spotty,short,medium,yes,yes,yes,,,,,flat
138,4469,Pongo,0.67,male,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,apricot,short,medium,,,yes,,,,,both flat and garden
139,4468,Leopold,0.15,male,Unknown Mix,2019-10-24,2019-10-24,2019-11-06,black and brown,medium,medium,,,yes,,yes,yes,,both flat and garden
140,3505,Kincs,2.17,female,Dalmatian Mix,2019-10-14,2020-01-01,2019-10-20,white,short,medium,,,,,,,,garden
141,1755,Ptervssrai Robin,0.25,male,Unknown Mix,2019-09-19,2019-11-01,2019-10-21,white,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
142,1033,Sifoki Szafi,11.08,female,Greyhound Mix,2019-08-31,2019-09-03,2019-10-26,yellow,short,medium,yes,yes,yes,yes,yes,yes,,flat
143,3506,Kira,3.17,female,Unknown Mix,2019-10-14,2019-11-16,2019-10-20,striped,short,medium,yes,,yes,yes,yes,,,both flat and garden
144,1757,Ptervssrai Ralf,0.25,male,Unknown Mix,2019-09-19,2019-09-19,2019-10-21,brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
145,1758,Nemesbikki Pandra,4.08,female,Bull Terrier Mix,2019-10-01,2019-10-01,2019-10-22,striped,short,small,no,,yes,yes,yes,yes,no,both flat and garden
146,1034,Szegedi Galagonya,0.92,male,Greyhound Mix,2019-10-29,2019-10-30,2019-10-29,white,short,medium,yes,,yes,,,,,flat
147,4464,Greta,0.67,female,Unknown Mix,2019-10-25,2019-10-25,2019-10-27,black,short,small,,,yes,,yes,yes,,both flat and garden
148,1028,Csengersimai Zumba,0.5,male,Greyhound Mix,2019-10-21,2019-11-15,2019-10-23,black and white,short,medium,yes,,yes,yes,yes,yes,,flat
149,2106,Kormi,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-10-27,black,short,medium,yes,,,,,,,
150,23692,Bony,1.08,male,Unknown Mix,2019-10-25,2019-10-25,2019-10-26,gray and black,wirehaired,large,no,,,,,,,
151,139,Igor,3.08,male,Border Collie Mix,2019-09-10,2019-09-10,2019-10-28,black and white,medium,medium,,yes,yes,no,no,no,no,
152,4462,Jeremy,5.08,male,Unknown Mix,2019-10-20,2019-10-20,2019-10-27,apricot,short,small,,,yes,,yes,yes,no,both flat and garden
153,1762,Pulcsi,11.08,female,Puli Mix,2019-04-15,2019-04-15,2019-10-23,black,long,medium,yes,yes,yes,yes,yes,yes,,flat
154,4465,Daniel,0.67,male,Unknown Mix,2019-10-22,2019-10-22,2019-10-27,black and brown,medium,small,,,yes,yes,yes,yes,yes,both flat and garden
155,1759,Miskolci bel,9.08,male,Unknown Mix,2019-06-30,2019-07-30,2019-10-23,yellow-brown,long,medium,yes,yes,yes,no,yes,yes,,both flat and garden
156,1760,Monori Lucia,6.25,female,Unknown Mix,2019-07-27,2019-09-01,2019-10-23,black and white,short,small,yes,yes,yes,yes,yes,yes,,flat
157,3504,Kinga,1.17,female,Terrier Mix,2019-10-11,2019-11-16,2019-10-20,black and brown,wirehaired,medium,,,yes,yes,yes,,,both flat and garden
158,1764,csai Pici,12.08,male,Unknown Mix,2019-10-22,2019-10-22,2019-10-30,gray and black,wirehaired,medium,no,,yes,yes,yes,yes,yes,both flat and garden
159,4463,Gufi,0.67,male,Unknown Mix,2019-10-25,2019-10-25,2019-10-27,black,short,small,,,yes,,yes,yes,,both flat and garden
160,4453,Lamoborgini,1.08,male,Unknown Mix,2019-10-18,2019-10-18,2019-10-18,black and white,long,medium,,,yes,,yes,yes,,both flat and garden
161,2865,Beki,7.17,female,Labrador Retriever,2019-05-01,2019-05-01,2019-10-11,yellow,short,large,,,,,,,,
162,1025,Kaposvri Remny,0.58,male,Greyhound Mix,2019-07-01,2019-08-02,2019-10-19,striped,short,medium,yes,yes,yes,yes,yes,yes,,flat
163,2864,Zsmi,5.17,male,"Golden Retriever, Labrador Retriever Mix",2019-04-11,2019-04-11,2019-10-11,yellow,short,large,,,,,,,,
164,1027,Kaposvri Szikra,0.58,male,Greyhound Mix,2019-07-01,2019-08-01,2019-10-19,striped,short,medium,yes,yes,yes,yes,yes,yes,,flat
165,4451,Jessie,1.17,female,Unknown Mix,2019-09-20,2019-09-20,2019-10-18,brown and white,short,medium,yes,,yes,,,,,both flat and garden
166,2868,Sally,7.17,female,Golden Retriever,2019-10-08,2019-10-08,2019-10-11,golden,medium,large,,,,,,,,
167,1749,Kakucsi Hazel,0.25,female,"German Shepherd Dog, Staffordshire Terrier Mix",2019-10-15,2019-10-15,2019-10-15,yellow-brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
168,4457,Babi,1.17,female,Unknown Mix,2019-09-21,2019-09-21,2019-10-18,apricot,short,medium,yes,,yes,,,,,both flat and garden
169,2866,Brun,3.17,male,Labrador Retriever,2019-05-31,2019-05-31,2019-10-11,yellow,short,large,,,,,,,,
170,4455,Ewoki,3.0,female,Unknown Mix,2019-09-27,2019-09-27,2019-10-18,black and white,long,small,,,yes,,yes,yes,,both flat and garden
171,1751,Kunhegyesi Fick,1.5,male,Unknown Mix,2019-10-16,2019-10-16,2019-10-16,gray,wirehaired,medium,yes,,yes,yes,yes,yes,,both flat and garden
172,2867,Bodza,1.17,female,Labrador Retriever,2019-06-01,2019-06-01,2019-10-11,yellow,short,medium,,,,,,,,
173,23679,,4.08,male,Unknown Mix,2019-10-19,2019-11-03,2019-10-19,striped,short,large,no,,,,,,,
174,1750,Storaljajhelyi Parzs,1.08,male,German Shepherd Dog Mix,2019-10-15,2019-10-15,2019-10-16,brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
175,23660,Dzsidzso,3.67,male,Staffordshire Terrier Mix,2019-10-11,2019-10-26,2019-10-12,brown and white,short,medium,no,,,,,,,
176,4456,Boy,1.17,male,Unknown Mix,2019-09-21,2019-09-21,2019-10-18,black and brown,short,medium,,,yes,,,,,both flat and garden
177,615,Colin,0.92,male,Border Collie Mix,2019-05-06,2019-05-06,2019-10-14,black and white,medium,medium,yes,yes,yes,yes,yes,yes,,flat
178,4454,Poppy,0.5,female,"Dachshund, Spaniel Mix",2019-10-17,2019-10-17,2019-10-18,brown and white,medium,small,,,yes,,yes,yes,,both flat and garden
179,23661,Rapi,10.42,male,Unknown Mix,2019-10-12,2019-10-27,2019-10-12,black and white,short,medium,no,,,,,,,
180,2856,Rizi,11.17,female,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,,,,,,,,both flat and garden
181,3492,Berci,6.25,male,Unknown Mix,2019-09-27,2019-09-27,2019-10-06,tricolor,short,medium,yes,,yes,,yes,yes,,garden
182,1738,csai Lajka,1.0,male,Labrador Retriever Mix,2019-10-07,2019-10-21,2019-10-07,yellow-brown,short,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
183,2863,Maxi,4.17,male,Golden Retriever,2019-04-13,2019-04-13,2019-10-11,golden,medium,large,,,,,,,,
184,2859,Hummer,3.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,,,,,,,,
185,3487,Kleo,0.5,female,Unknown Mix,2019-09-10,2019-10-26,2019-10-06,black,medium,medium,yes,,yes,yes,yes,,,both flat and garden
186,2855,Mefi,13.17,female,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,black,short,large,,,,,,,,
187,3490,Joker,4.58,male,Unknown Mix,2019-09-16,2019-09-16,2019-10-06,brown,wirehaired,medium,,,yes,,,,,both flat and garden
188,4443,Sayla,1.25,female,Spaniel Mix,2019-09-29,2019-09-29,2019-10-06,black and brown,medium,small,,,yes,,,,,both flat and garden
189,3491,Srika,1.25,female,Chinese Shar-Pei Mix,2019-09-17,2019-11-16,2019-10-06,brown,wirehaired,medium,,,,,,,,both flat and garden
190,2857,Fick,11.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,,,,,,,,
191,4445,Tristan,0.42,male,Unknown Mix,2019-09-13,2019-09-13,2019-10-06,gray and white,short,medium,,,yes,,yes,yes,,both flat and garden
